,username,date,content
131,wakwawban,2021-06-09 12:42:49+00:00,#BTSMeal dengan kearifan lokal indonesia #BTSarmy keep watching de menu https://t.co/UfH9O6wd9t
132,bulbulbitt,2021-06-09 12:40:21+00:00,#BTSMeal FINALYYYYY 😭😭😭😭 barusan lagi ngerjain tugas tiba2 di telpon sama driver McD konfirmasi pemesanan tadi siang fufufuuf ku kira punya ku di cancel ternyata ngga 😭😭😭 makasihhhhh bykkkk aku jadi ga bete hari ini 💜💜💜 borahaeeeee https://t.co/OarBT0L82q
133,maygantii,2021-06-09 12:31:16+00:00,"BTS MEAL 💜 Day 1 💜
@mcdonaldsid X @bts.bighitofficial .

#btsxmcdonalds  #BTSMeal #BTS #Indonesia #btsxmcdonalds💜 @ Mcd Larangan Indah https://t.co/QGfonNHPRA"
134,hisarmanroe14,2021-06-09 12:17:17+00:00,"Get it, let it roll..😋😋😋

@bts_bighit @BTS_twt @McDonalds @McDonalds 
#BTSxMcD #BTSMeal #BTSxMcDonalds #BTSButter https://t.co/Twg0O6QyhY"
135,mantikaa,2021-06-09 12:12:46+00:00,"So happy, gemes banget😭😭 Terimakasih kepada Bapak Mardiansyah dari Grab yang sudah rela antri untuk beliin BTS Meal di McD Taman Alfa. Semoga bapak sehat selalu dan lancar rejekinya nggih pak

@McDonalds 💜💜

#ThankYouOJOL #BTSxMcD #BTSMeal #McDonaldsXBTS #ARMYBERTERIMAKASIH https://t.co/pArsk866Su"
136,bagrie_garcia10,2021-06-09 12:07:04+00:00,"Akhirnya resmi gw jadi bete'es maniiia mantap ,BTS chapter regional kabupaten  #BTSMeal #BTSARMY https://t.co/sUu9GCKF32"
137,ramansyah__,2021-06-09 12:02:44+00:00,"Dari #BTSMeal aku makin sadar kalo netizen suka dengan keributan, keramaian, hal yang heboh dan asik dibicarakan, padahal ternyata banyak juga yang ngantri dengan cara santai seperti disediakan kursi, berbaris rapi dan lainnya....."
138,Citralifanny,2021-06-09 12:00:56+00:00,"Ini hasil setelah 4jam menanti @BTS_twt 💛💜

#McDonaldsXBTS 
#BTSxMcD 
#BTSMealindonesia
#BTSMeal 
#BTSARMY https://t.co/4JUrXGw1pN"
139,Anisa17485428,2021-06-09 11:55:23+00:00,"Sumpah aku seneng banget 💜yg aku tunggu"" Dateng juga,butuh perjuangan
Dan ini perjuangan yang sangat luar biasa😘#BTSmeal💜 terimakasih buat BPK dan ibu ojol yang udah mau sabar ngantri🙏🙏dan semoga semuanya sehat"" 🙏🙏🙏 https://t.co/9OlhuaHTLR"
140,sashuxxxx,2021-06-09 11:53:44+00:00,allah loves me soooo much 😭 beli #BTSMeal cuman ngantri 2 kayak hari2 normal 😭
141,cisboba,2021-06-09 11:52:55+00:00,"Gak sia sia hujan2an dan ngantri lama🥲💜
#BTSMeal https://t.co/wte3hSFzVe"
142,justjanty,2021-06-09 11:50:48+00:00,@AgusSaptono @CakBambangelf Kok @historia_id nggak ngulas yg #BTSMeal ya😅😅
143,febbyokaviani,2021-06-09 11:46:17+00:00,"Finally 😚💜
Terimakasih banyak buat semua driver ojol + staff mcd udah kerja keras banget hari ini 😊. We’re so happy 💜
#BTSxMcD #BTSMeal
@McDonalds_ID @BTS_twt #BTSMealindonesia  #BTSMealxMcD #WePurpleYouMcD 
#ThankYouOJOL https://t.co/T2F3z4oATV"
144,SIJANTANKUMBANG,2021-06-09 11:46:10+00:00,Apa bedanya sama pemulung yang cari botol bekas air mineral?? Ketika logika dikesampingkan dan nafsu di unggulkan saat itulah kaum lord sehun dibincangkan #BTSMeal https://t.co/WXo9hmHdxu
145,Ana94844371,2021-06-09 11:44:04+00:00,"look at this mini ARMY,they so adorable they wait for almost 2 hours at the drive thru🤣🥰https://t.co/Vis3uuyAra #BTSMeal #BTSxMcD #BTSxMcDonalds  #ARMY @McDonalds @BTS_twt"
146,Suwardi_25,2021-06-09 11:29:16+00:00,"Seblak BTS ! 🔥
#BTSMeal #BTSxMcD https://t.co/SBBdxk0DmY"
147,BunnyKuukie,2021-06-09 11:22:54+00:00,"Asli sih ga nyesel pesen yg awalnya cuma karena pengen dapet bungkusnya doang🤭 tapi ternyata pas makan 3 naget sma kentangnya bikin kenyang banget. Mekdi Indo paling the best lah👍✨ 
#BTSMeal #BTSxMcD #BTS #BTSARMY #ARMY @BTS_twt @bts_bighit @McDonalds_ID https://t.co/xp5WrOAid8"
148,anna_fauziyah,2021-06-09 11:22:44+00:00,"Finally #BTSMeal
 #McDelivery 
@McDonalds 
@BTS_twt https://t.co/3smlRVzKTa"
149,twntysxxty,2021-06-09 11:17:14+00:00,"my happiness is only worth of fifty thousand rupiahs only. How about u?

#BTSMeal #BTSxMcD @BTS_twt https://t.co/DRwapeVJ5d"
150,anilkrad,2021-06-09 11:15:48+00:00,I GOT IT 💜 #BTSMeal #BTSxMcDonalds https://t.co/XmbaJawwqb
151,iyestarigan,2021-06-09 11:08:56+00:00,"aku gak kebagian #BTSMeal 😭 pas mau order udah keburu ludes. Grab, shopeefood jg udah gak bisa order huuu :( 
semoga besok bisa order yak 😁 https://t.co/aeGLW56q5W"
152,rezkyyyss,2021-06-09 11:00:34+00:00,"Thankyou somuch driver @gojekindonesia yang sudah rela antri berjam2, dan buat kamu makasih lhooo~ 

Bangtan Borahae💜
@bts_bighit
@McDonalds_ID

#BTSMeal #BTSxMcD https://t.co/njyGxRuCi4"
153,Sryyaaa12,2021-06-09 10:56:11+00:00,"Hasil berburu hari ini @BTS_twt  @McDonalds  gak sampe 10 menit lang sold out 😊
#BTSMeal https://t.co/oHldi5lDEO"
154,via89ortega,2021-06-09 10:53:39+00:00,"Hari ini big win sabi sih,lumayan bisa buat order #BTSMeal"
155,Lyjeykey,2021-06-09 10:43:11+00:00,"Ugh ketika aku berfikir keras untuk mendekorasi 😭 
Finishing😍 thanks buat abang driver nya yg mau antri sampe dua jam 😭
💜 girang banget gue pas udah dateng @BTS_twt @McDonalds_ID  @McDonalds @KOR_McDonalds #BTSxMcD #BTSMeal #McDonaldsXBTS  #WePurpleYouMcD https://t.co/FyuAb93FgG"
156,rickitten_,2021-06-09 10:42:39+00:00,Gua yang sering order mcd pun pengen banget jajal.#BTSMeal ini.. tapi apa daya Yang Deket aja tutup hihi https://t.co/LJ08agp7iE
157,livayyya,2021-06-09 10:39:17+00:00,selain #BTSMeal besok #TWICEMeal🍭 donk xixixixi
158,rickitten_,2021-06-09 10:38:32+00:00,Dari #BTSMeal semua pihak didalamnya termasuk jasa pun ikut Mendapatkan banyak rezeki .. tapi harus juga ikuti protokol gaes .. ada beberapa kedai McDonalds yang tutup .. semangat gaes
159,ygpunyajapatta,2021-06-09 10:30:30+00:00,Aku bukan army😭 tp kalo aku jual bungkus nya di dalem frame ada yg mau gak yah #BTSMeal https://t.co/VZbJzGULSz
160,fjr_kurniaone,2021-06-09 10:23:32+00:00,"Order  #BTSMeal pake ojol alesannya ngindarin antrian dan kerumunan, sama aja kaya numbalin orang ga sih ?"
161,Anneseefuture,2021-06-09 10:22:51+00:00,Alhamdulillah kebagian juga #BTSMeal #BTSxMcD #ARMY https://t.co/nG6cf5VjZ0
162,lipatanpipi,2021-06-09 10:14:22+00:00,"@Wingsofbangtan_ @PohonDariARMY @BintangUngu3 @BTS_AHC_IDN @GojekOnTwitt Foto bareng sama customernya dong 😊

Alhamdulillah dikasih satu paket #BTSMeal  sama kakanya.

Jadi bisa #MakanBarengARMY
 juga 💜

Bismillah power bank 😊

@PohonDariARMY @BintangUngu3 @Wingsofbangtan_  @BTS_AHC_IDN  @GojekOnTwitt
 #FESTAPora https://t.co/xaUP63867B"
163,ftr_agustina,2021-06-09 10:06:52+00:00,Finally  #BTSMeal https://t.co/zWQHtH10A5
164,vandy_46,2021-06-09 09:57:18+00:00,@amandatydes Apakah sudah mendapat #BTSMeal ???
165,dessychrisma,2021-06-09 09:55:04+00:00,Ini bedanya #BTSMeal sama hidangan McD biasanya apa sih? Bungkusnya doang?  serius nanya gw
166,mooievrouw86,2021-06-09 09:50:02+00:00,"Pantesan adek gue siang tadi ngebet ngajakin ke McD ternyata edisi ARMY toh, untung gak gue iyain 🙃
#BTSMealindonesia #BTSMealxMcD #BTSMeal"
167,Kiki_Loveit,2021-06-09 09:49:33+00:00,"I got them only half a hour. Gak pake antri..
Thank you @mcdonaldsid 
.
Borahae @bts.bighitofficial
💜💜💜💜💜💜💜.
.
#bts #mcdonalds #btsmeal #btsmealmcdonalds #btsmealindonesia #btsxmcdonalds https://t.co/l5kYDt5448"
168,alfrieds,2021-06-09 09:42:49+00:00,beli #BTSMeal dpt voucher operasi plastik ga?
169,ipunk_ii,2021-06-09 09:36:24+00:00,"Demi sikentang dan ayam di tepungin 
#BTSMeal"
170,selirbapamu,2021-06-09 09:34:50+00:00,"I finally got it after 4 hours of waiting
@McDonalds_ID @gojekindonesia
#gofood #BTSMealindonesia #BTSxMcD #BTSMeal https://t.co/bL71bhOEZg"
171,moccafloutmekdi,2021-06-09 09:34:18+00:00,"No not Today ...... #BTSMeal

From this :                 To this : https://t.co/GVVhwVUQ7x"
172,gustysate48,2021-06-09 09:33:19+00:00,"BTS = Babang tukang sate 😁😅 #BTSxGUSTY
#BTSMeal 
#BTS https://t.co/4pZimXwGgU"
173,_dieeeee12,2021-06-09 09:32:53+00:00,"repot @bts_bighit yg beneran laper jadi lamaaaaaaaaaaa

di serang ARMY nih gua 🤣
#BTSxMcD #BTSMeal #repot https://t.co/zkwJEcS0Jv"
174,Intanisme1,2021-06-09 09:31:23+00:00,Cantik cantik cantikk........... makasih @McDonalds_ID bungkusannya di pisah. Effort kalian akan selalu army ingat #BTSMeal #BTSxMcD https://t.co/WtP0IclqHO
175,Intanisme1,2021-06-09 09:29:44+00:00,"Perjuangan hari ini abang ojol yg nerima orderan gue, quotes gue ""soalnya idola saya jual nugget"" @bts_bighit @McDonalds_ID @gojekindonesia  #BTSMeal #BTSxMcD #BTS #BTSARMY https://t.co/PJmnlXlm6V"
176,RezaKujoy,2021-06-09 09:28:41+00:00,BTC naik gara2 BTC Meals kali ya ? #BTC #BTSMeal #BTSxMcD https://t.co/Im2asSveo1
177,edhodho,2021-06-09 09:27:06+00:00,"Gofar beli  #BTSMeal 
Auto +++ macet 
Sama pertanyaan dan keniscayaan kantong mekdi bisa di reseL 🏳️"
178,jakartablmtidur,2021-06-09 09:20:48+00:00,"Yang beli dan rela antri di masa pandemi abai prokes cuma buat #BTSMeal
kalian semua norak tau ga"
179,ermhaemma,2021-06-09 09:16:26+00:00,#BTSMeal 💜💜💜 https://t.co/zlHbasgoLr
180,mariahsyii,2021-06-09 09:16:23+00:00,@Neegameowmeow @BTS_twt Jadi gimana ka sama calon suami apa udh beli #BTSMeal ?
181,Gkbolehkepo2,2021-06-09 09:14:49+00:00,Perjuangan bgt si nunggu 3 jam dari panas ke ujan ke panas lagi dan finally dapet terharu huhuu #BTSMeal https://t.co/sHLpjfrof0
182,Anakyangke1,2021-06-09 09:13:55+00:00,Rame amat nih #gofar Sama #BTSMeal ???? https://t.co/XrRNHdCJ0O
183,RioSuperstar,2021-06-09 09:13:26+00:00,"Hello Indonesia! Wkwkwk…
Hari ini ku joining the hype pesen #BTSMeal tp ga pake gofood atau grab. Ku langsung ke McDelivery. Pesen jam 11 lalu masuk antrean dan baru tiba pkl 15:30 hihihi…
Isinya ciken naget dan kentang guys. Pake 2 saus: cajun dan chili yg rada asem2 ala thai. https://t.co/F1LrcM7CCq"
184,sabilazmi_,2021-06-09 09:08:35+00:00,"ARMYs r really excited for this moment, especially on the 1st day. Up to 30 minutes the order was closed, coz the queue very long. it can take about 3 hours to get an order
Thanks 4 the hard work's @McDonalds_ID (has made 💜packaging separate) n also drivers. 
#BTSMeal 
#BTSxMcD https://t.co/IZv0DaiMyJ"
185,xjiniretssie,2021-06-09 09:05:13+00:00,#BTSMeal https://t.co/DYehCOWvOd
186,xxxliyz,2021-06-09 08:59:04+00:00,"Seneng banget hari ini, banyak suka-duka buka tl gara gara #BTSMeal 
URI ARMY JJANG!!!"
187,YudhistiraLee,2021-06-09 08:58:58+00:00,"katanya sistem (pemesanan) dah ditutup se-endonesah. tapi, aku ko' msh nemu ini disekitar tmpt kerjaku? 🤔 #BTSMeal https://t.co/M0oinpViVo https://t.co/K4peCL9L4P"
188,fitrifebri_10,2021-06-09 08:51:13+00:00,"Yey silahkan di lihat di youtube : Fitri Febriyanti 🙏🏻🙏🏻🙏🏻

#WePurpleYouMcD #BTSMeal #BTSxMcD #Jam11 #ARMY #Hybe #SemangatOJOL #ThankYouOJOL #McDelivery https://t.co/zVycfWFxWj"
189,mpriiis,2021-06-09 08:49:25+00:00,yeaaay 🥳🥳🥳💜💜💜 #BTSxMcD #BTS #BTSMeal https://t.co/BZIwJHvRii https://t.co/qhxxryLAKT
190,Bung_Ipay,2021-06-09 08:47:47+00:00,@BabehOjol Babeh panutan kita semua #BTSMeal #BTSARMY
191,YudhistiraLee,2021-06-09 08:45:16+00:00,Nugget ama kentang goreng doang bisa begini? 🤔 #BTSMeal https://t.co/g9rRtAuYux https://t.co/lNVM9bcgk2
192,mellifluousdec,2021-06-09 08:40:05+00:00,"Yeayyyy akhirnya sampe ye kan walo rada drama:"")

#BTSMeal https://t.co/ZvJv85Qdoh"
193,elshatheopani,2021-06-09 08:30:49+00:00,"All McDonald's nearby at home temporarily closed, sampe McDonald's kemang juga tutupnya cepet banget padahal masih jam segini💔🥲 @McDonalds #McDonalds #mcd #McDonaldsXBTS #mcdindonesia #BTSxMcD #btsmeal #BTSMealindonesia https://t.co/UhLJj2nnRO"
194,Lararorenzo,2021-06-09 08:26:30+00:00,"#BTSMeal #BTSxMcD
#ThankYouOJOL #SemangatOJOL  #WePurpleYouMcD  @McDonalds_ID McDelivery  Antri Driver Gojek Gofood Bungkusnya bagus banget + saus cajun ✨ 🎉 https://t.co/9akfZFFADd"
195,jurnaldevi,2021-06-09 08:17:42+00:00,"Saos cajunnya enak, mcnuggetnya juga enak kok. Terus ya dapet packaging tambahan gitu denger-denger biar bisa disimpan para Army. #BTSMeal https://t.co/guAmEZYuTa"
196,agustinuskoe,2021-06-09 08:08:51+00:00,#McDonaldsXBTS #BTSMeal #BTSxMcD https://t.co/kfqcJeB0iU
197,fathir_zidane,2021-06-09 08:05:10+00:00,"Finaly i got it 🥰🥰🥰
#BTSMeal https://t.co/VT0algSP2j"
198,sariliv_,2021-06-09 08:05:04+00:00,Masii ngantor padahal ingin ikutan beli #BTSMeal 😭
199,AngeMarlinda,2021-06-09 07:59:09+00:00,"Demi ini.. Banyak Abang Ojol yg ngantri kek ngantri sembako.. Sabar ya bang #gojek #grab dalam mendapatkan #btsmeal dari #mcdonalds 💜 @ Jakarta, Indonesia https://t.co/PsxpAQfxVh"
200,Heefara,2021-06-09 07:48:32+00:00,"Hasil keisengan mau liat drive thru deket rumah rame apa ga ternyata gak, langsung masuk, walaupun antriannya dibatesin supaya ga bikin kemacetan

#BTSxMcD #BTSMealxMcD #BtsMeal https://t.co/3Mlet9fvWg"
201,ghinalaska,2021-06-09 07:47:39+00:00,YASSS FINALLYYY 💜🦋🍃🍟🍻🌈🦖🧚🏼‍♂️🌞🦄💖 #BtsMeal ￼ https://t.co/H9y8D2OPe9
202,Lararorenzo,2021-06-09 07:45:29+00:00,"Sesuai ekspektasi 🥳
Selamat menikmati bagi Army yang sudah kebagian #BTSMeal #BTSxMcD
#ThankYouOJOL #SemangatOJOL  #WePurpleYouMcD  @McDonalds_ID McDelivery  Antri Driver Gojek Gofood Bungkusnya bagus banget + saus cajun ✨ https://t.co/EQJ3Ie5HaA"
203,aullatifah,2021-06-09 07:37:47+00:00,"Akhirnya dapat 💜💜 

Terimakasih driver @gojekindonesia yang udah antri 2 jam lebih 🙏

Terimakasih juga safe package nya @McDonalds_ID 
💜💜💜

#BTSxMcD #BtsMeal #BTSMealindonesia https://t.co/1OVjeq307M"
204,_A4Tweets,2021-06-09 07:37:02+00:00,"Buat #BTSMeal sumpah gue kasian, sama karyawannya. Tadi sempet ada yang nangis2 grgr dimaki maki driver yang ngantri. Nah driver juga rugi waktu sih kalo gini, mutlak kesalahan kebijakan resto."
205,bohal_firdaus,2021-06-09 07:36:17+00:00,Pejuang cuan #BTSMeal https://t.co/jSUclq0CQU
206,takiizawaa,2021-06-09 07:34:22+00:00,"Ya ampun,mau nangis 😭 ,terimakasih sudah ikut ramein GA kemarin,sehat selalu dan bahagia terus kamu &amp; @SengLips ya  ☺️ selamat menikmati #BTSMeal #BTSxMcD nya 💜
🙏🙏☺️☺️☺️💜💜 https://t.co/FvVkEukf8l"
207,adhrian_yqx,2021-06-09 07:31:41+00:00,streaming #LokiWednesdays sambil makan #BtsMeal 😍 https://t.co/sN5eRsM96v
208,squilliams,2021-06-09 07:30:24+00:00,Kok bisa ada yang gak mau kemasan #BtsMeal 👇👇👇 https://t.co/Eusvzcrtji
209,todayisdza,2021-06-09 07:27:19+00:00,"finally after ngantri puanjanggggg, btw saosnya lupa ke foto 😭🥺

#BTSMeal 
@McDonalds_ID https://t.co/40N0cAWTa9"
210,ggukiesjeon_,2021-06-09 07:25:46+00:00,"Setelah menunggu beberapa jam akhirnya Dateng juga 😭😭😭 tapi gak dapet saus cajun nya padahal pengen bgt ngerasain rasanya kaya gimana 😭😭😭 
#BTSMeal 
#BTSxMcD https://t.co/IR8wySRajP"
211,octalia_24,2021-06-09 07:25:25+00:00,Yeaay yang di tunggu tunggu 😍💜#BTSMeal https://t.co/HtZ1vjO1dl
212,puteriersa,2021-06-09 07:13:06+00:00,Semangat terus buat bapak/ibu ojol yg udh rela antri panas2nya gini dan pasti rame banget. Teman-teman jgn lupa tipsnya ya buat tambahan 💜💜💜#BTSMeal
213,wahrasyid,2021-06-09 07:12:25+00:00,"Jangan lupa abis beli McD BTS Meal, bungkus nya dimasukkin ke lemari kaca #BTSMeal #BTSxMcD"
214,hybestankiw,2021-06-09 07:11:49+00:00,"drive thru lama nunggu trs tdi hujan tpi gpp yg penting terbayarkan
#BTSMeal https://t.co/SIMcICpDmo"
215,byy_ourself,2021-06-09 07:11:28+00:00,"Temen gua yg sopipud udh ksel bat keknya nunggu wkwkwk , semangat dah para ojol #BTSMeal #BTSxMcD https://t.co/qPSJ3TeqK9"
216,GangstaGojek,2021-06-09 07:10:24+00:00,"Sudah 3 jam order #BTSMeal #BTSxMcD belom beres. 
Ayo @McDonalds_ID kalo ada event seperti ini lebih prepare. 
Ini gokil sih
Kepolisian, Kodim, Satgas Covid pada dateng. https://t.co/YsnL6ZZXX1"
217,AlvianBudiSant2,2021-06-09 07:09:23+00:00,"Stay safe teman-teman.
Pandemi masih ada

#BTSMeal https://t.co/jBksxZsvjl"
218,justjanty,2021-06-09 07:03:32+00:00,Akhirnya dapet #BTSMeal #BTSxMcD @McDonalds_ID  @McDonalds ..terima kasih pak driver goofood @gojekindonesia  ..ponakan saya senyum gak brenti-brenti💜💜💜 https://t.co/0xHAH4XE2k
219,widehandsomeot7,2021-06-09 07:03:30+00:00,I GOTTCAAA THE BTS MEAL #BTSMeal #BTSxMcD #ARMY waitting for a hour 😭😭👍🏻👍🏻💜💜💜💜💜💜💜✨✨✨✨ https://t.co/NQowQFWCz8
220,wulan_ds07,2021-06-09 07:01:04+00:00,"Yg nanya ni rasanya kek gmn... Rasanya serenyah senyuman Jin, segurih ketawanya Jhope, semanis lesung pipi RM, sekriuk candaannya Jimin, secrunchy swagnya Suga, kemasannya setampan V, nikmat bgt pokoknya kek suara Jung Kook 😁👏🏻
#BTSMeal #BTSxMcD @BTS_twt @McDonalds_ID https://t.co/JSHVAn4nEu"
221,widehandsomeot7,2021-06-09 07:00:50+00:00,RAME BANGETT YA TUHANN NGANTRI SAMPE 1 JAM-an pada peen beli BTS MEAL huhuuu limited editionn 😭😭😵😵💜💜💜💜💜💜💜 #BTSMeal #BTSxMcD #BTS #ARMY https://t.co/05BzifBkkH
222,sofie_fiewiesta,2021-06-09 07:00:18+00:00,"Akhirny gojeknya nyampe juga itu #btsmeal ,,gue suruh pojokin biar GK ada yg makan😂😂😂😂 https://t.co/aB6mBCWyeR"
223,Citralifanny,2021-06-09 06:57:25+00:00,Excited bgt gue pesen #BTSMeal sampe ngehebohin kantor🤣
224,Kevin_Anggie,2021-06-09 06:52:53+00:00,"Serius nanya, yang membuat beda #BTSMeal sama menu yang lain itu apa ?"
225,dheaarsyis,2021-06-09 06:51:32+00:00,Gagal ikut pesen delivery berburu #BTSMeal #BTSxMcD inimahhh huhu Mana cuma smpe jam 5 😭😭😭
226,qronoz,2021-06-09 06:48:19+00:00,Ternyata kalo cara makan #BTSMeal-nya bener ada efeknya lho 😱 https://t.co/r1rz5EA2my
227,rahmahnz,2021-06-09 06:43:21+00:00,#BTSMeal #BTSxMcD bikin polisi @TMCPoldaMetro kerepotan nutupin semua outlet gegara banyak kerumunan 😭🤣🤣
228,gwiyeobdajk7,2021-06-09 06:42:21+00:00,"Cape nunggu BTS meal ga sampe2 huhuhu padahal order dri jam 11.30 lohh 
#BTSMeal 
#BTSxMcD https://t.co/gwOOTZPucl"
229,your15shadow,2021-06-09 06:41:47+00:00,Ga ngotak antriannya #BTSMeal
230,takiizawaa,2021-06-09 06:41:34+00:00,"Terimakasih atas totalitasnya ya ,yang sudah bersedia mengantri dlm waktu yg lama,tanpa bantuan @GrabID mungkin aku ga kebagian hari ini .Semangat terus 💜
#BTSMeal 
#BTSMealxMcD https://t.co/CiudFKIn3G"
231,mochamadrizki,2021-06-09 06:38:24+00:00,"1 Paket BTS Meal itu isinya 9 nugget, fries, 1 cajun sauce, 1 sweet chilli sauce sama coke. Harga plus tax 50rb kalo beli lewat drive thru #BTSMeal https://t.co/KnhrUDpGKk"
232,ainaalfyshr,2021-06-09 06:37:45+00:00,"Alhamdulillah dapet ya my walaupun nunggu hampir sejam tp gapapa akhirnya kedapetan jugaa. Untuk babang ojol makasih udah bela belain antri dan tetep jaga kesehatan ya pak!! Borahae 💜💜

#방탄소년단진
#McDonaldsXBTS
#BTSMeal
#BTSxMcD
ARMY https://t.co/R7b3sp9r8G"
233,Citralifanny,2021-06-09 06:36:19+00:00,"Terharu amat ya liat hari ini💛💜

#BTSxMcD 
#BTSMeal 
#BTS 
#BTSMealindonesia"
234,Bung_Ipay,2021-06-09 06:34:16+00:00,"#BTSMeal #BTSxMcD 

Ingat dunia ini sementara 😁 https://t.co/h9CAdLEHea"
235,kthhahaha_,2021-06-09 06:31:25+00:00,"@McDonalds_ID min, dibekasi sibuk semua 😔 sampai kapan ya ini #BTSMeal nya?"
236,Kim_rahmaynd18,2021-06-09 06:31:06+00:00,"Makasih bgt buat bpk Ojol💜💜
Btw saos yg bikin penasaran gue ternyata rasanya asemnya nyenget bat🙃tpi enak 
#BTSMeal #BTSxMcD #ARMY https://t.co/FTwoAMNFTK"
237,carolinaevitap2,2021-06-09 06:29:03+00:00,Cute~ #BTSMeal #BTSxMcD https://t.co/6gh8TRuI04
238,najyenka,2021-06-09 06:28:12+00:00,Semangat ya Abang #BTSMeal https://t.co/x5SyNZ0Xxf
239,nafasnya_V,2021-06-09 06:27:56+00:00,Antre drive thru...gilassss .pantesan gofood pada ttup smua mcd.pelakunya nihh😀💜 #BTSMeal #BTSxMcD @BTS_twt https://t.co/j4JWPFLbjV
240,Citralifanny,2021-06-09 06:27:35+00:00,"Bapaknya baik sekali, setelah 3x dicancel, bapaknya tanpa basa basi meng-oke-kan. 💛💜

#BTSMeal 
#BTSxMcD 
#BTS 
#BTSMealindonesia https://t.co/m8tXwoYIvP"
241,nrlwulandr,2021-06-09 06:24:53+00:00,"Makasih abang ojol yg udh mau ngantri dan ga cancel pesenan, alhamdulillah sampe dgn selamat 🥺😭💜💜💜💜  #BTSMeal #BTSxMcD https://t.co/sAQzyqvkzr"
242,gentasat,2021-06-09 06:24:10+00:00,"Dan antrian drive thru pun diblokir oleh abang ojol. Yang didalem mobil macet2an antri drive thru pada nangis ga bisa ambil orderan.

Lah abang ojol 1 jam an mbk nunggu. Jangan cengeng. 

Akhirnya dateng pol pp dan polisi buat menenangkan suasana #BTSMeal https://t.co/Tb6gEQBz6m"
243,nadinnbrlin,2021-06-09 06:22:25+00:00,"@BTS_twt BORAHAE!!!!💜🤍💜
#BTSMeal 
#BTSxMcD 
#BTS 
#BTSARMY https://t.co/XhioVmRrHY"
244,WuLandarisri_by,2021-06-09 06:20:28+00:00,Mendarat dengan selamat @McDonalds_ID @BTS_twt @bts_bighit #BTSMeal https://t.co/9AJN5A4saO
245,evianafs,2021-06-09 06:19:02+00:00,"Yang laen pada ngantri #BTSMeal 
Kalo gw pick up orderan di burger king sekalian ada playgroundnya 🤭
Gini deh enaknya kalo jd driver gofood kdg sesekali sambil ajak anak2, biar ga bosen dirumah. https://t.co/9gN1mhxvd1"
246,sellyfebriyant1,2021-06-09 06:18:34+00:00,#BTSMeal https://t.co/WdMOtbZFYp
247,nurhasanah66,2021-06-09 06:18:29+00:00,"Seneng banget bisa merasakan euphoria #BTSMeal di Indonesia bersama #BTSxMcD .. mantap banget packaging yg kertasnya dibungkus plastik jadi masih bersih bisa diarsip deh.. Gomawo #BTSxMcD #보라해
💜💜💜💜💜💜💜 https://t.co/W22UZUhvdD"
248,fbillys,2021-06-09 06:17:53+00:00,Because Grogu loves some chicken nuggets #BTSMeal @McDonalds @BTS_twt @starwars https://t.co/ZRBw4rMx1s
249,MYusril_IhzaM,2021-06-09 06:16:58+00:00,"@BTS_AHC_IDN @PohonDariARMY @BintangUngu3 @Wingsofbangtan_ @GojekOnTwitt Keliatan gak #BTSMeal #BTSxMcD Nye Min?
@PohonDariARMY 
@BintangUngu3 
@Wingsofbangtan_ 
@BTS_AHC_IDN 
@GojekOnTwitt 

#MakanBarengARMY #FESTAPora https://t.co/TuPldHrAHF"
250,annisarullisani,2021-06-09 06:15:42+00:00,"Gegara #BTSMeal ini MCD pada tutup semua lewat grabfood, gofood sm shopeefodd wkwk huft 🤦🏼‍♀️🙅🏻‍♀️ https://t.co/HEiEjkRJCZ"
251,edhodho,2021-06-09 06:15:00+00:00,Ahh gila macett  #BTSMeal
252,yyuussii88,2021-06-09 06:14:17+00:00,"They put the BTS meal paperbag in a separate plastic bag like a merch to keep it safe 😄💛
📍Jakarta, ID

#BTSMeal 
#BTSxMcD https://t.co/aYyAOy7aQd"
253,croixsanct,2021-06-09 06:10:48+00:00,alhamdulilah dapet BTS meal 🤤 #BTSxMcD #BTSMeal https://t.co/tAnpVW04z5
254,takiizawaa,2021-06-09 06:08:48+00:00,"#BTSMeal  ini katanya sebulan ya ? Berarti nanti ku bs adain lagi,semoga masih ada stock ya kawan 💜 GA tidak untuk hari ini,tp semoga lain hari ke depan 🙏"
255,novemlawalata,2021-06-09 06:08:24+00:00,Ikutan ah #BTSMeal 🙊🤣 https://t.co/kOJJ7j9TP0
256,175_hopes,2021-06-09 06:07:35+00:00,"Finally nunggu 1 jam demi ini worth it lah thx ya @najaemiiii 💙💙💙💙

#BTSxMcD #McDonaldsXBTS #BTSMeal #BTS https://t.co/4jyKHVJLQ8"
257,nae_bananae,2021-06-09 06:05:11+00:00,"@GrabID Makan siangku hari ini.
#BTSMeal

Terima kasih babang driver @GrabID 

Alhamdulillah ga antri, karena udah order dari jam 9.
Jadi jam 11 tinggal ambil orderan aja.
Saran buat yg belum order pakai schedule ya.

#BTSxMcD https://t.co/xqh4oREPkr"
258,dpmulan,2021-06-09 06:04:43+00:00,"Yg bikin McD membludak💜

#BTSMeal #BTSxMcD https://t.co/n8caWOBeXF"
259,qonitafya,2021-06-09 06:03:46+00:00,"Makasi teruntuk bosqu, salam satu army 💜
#BTSMeal https://t.co/sbM6gKPbYE"
